129;구리 코스모스축제 2019;31;경기도 구리시 토평동 829;(토평동);;http://tong.visitkorea.or.kr/cms/resource/79/2618479_image2_1.png;Y;190927;190929;0;0;0;fe
130;구문소 용축제 2019;32;강원도 태백시 사군드리길 7 구문소관광단지;(동점동);;http://tong.visitkorea.or.kr/cms/resource/79/2612279_image2_1.jpg;Y;190629;190630;0;0;0;fe
131;구미사랑 페스티벌 2019;35;경상북도 구미시 낙동제방길 200;;;http://tong.visitkorea.or.kr/cms/resource/83/2621283_image2_1.jpg;Y;191012;191012;0;0;0;fe
132;구미시 청년페스티벌 2019;35;경상북도 구미시 산동면 첨단기업1로 17;;;http://tong.visitkorea.or.kr/cms/resource/68/2630368_image2_1.jpg;Y;191027;191027;0;0;0;fe
133;국립김해박물관 설맞이 전통문화행사 2020;36;경상남도 김해시 가야의길 190;(구산동);;http://tong.visitkorea.or.kr/cms/resource/08/882908_image2_1.jpg;Y;200124;200127;0;0;0;fe
134;국립김해박물관 특별전 "황금문명 엘도라도 -신비의 보물을 찾아서-" 2019;36;경상남도 김해시 가야의길 190;(구산동);;http://tong.visitkorea.or.kr/cms/resource/55/2574355_image2_1.jpg;Y;181127;190303;0;0;0;fe
135;국립민속박물관 단오축제 2019;1;서울특별시 종로구 삼청로 37;(세종로);;http://tong.visitkorea.or.kr/cms/resource/50/495150_image2_1.jpg;Y;190607;190607;0;0;0;fe
136;국립민속박물관 어린이박물관 '푸르른 오월, 어린이세상' 2019;1;서울특별시 종로구 삼청로 37;(세종로);;http://tong.visitkorea.or.kr/cms/resource/42/1984342_image2_1.jpg;Y;190505;190505;0;0;0;fe
137;국립민속박물관 정월대보름 한마당 2019;1;서울특별시 종로구 삼청로 37;(세종로);;http://tong.visitkorea.or.kr/cms/resource/50/495150_image2_1.jpg;Y;190218;190218;0;0;0;fe
138;국립민속박물관과 함께하는 한가위 큰마당 2019;1;서울특별시 종로구 삼청로 37;(세종로);;http://tong.visitkorea.or.kr/cms/resource/73/2618573_image2_1.jpg;Y;190914;190915;0;0;0;fe
139;국립부여박물관 설맞이 어울마당 2020;34;충청남도 부여군 부여읍 금성로 5;(부여읍);;http://tong.visitkorea.or.kr/cms/resource/69/1598869_image2_1.jpg;Y;200124;200127;0;0;0;fe
140;국립아시아문화전당 어린이가족문화축제 'HOW FUN 5' 2019;5;광주광역시 동구 문화전당로 38;(광산동);;http://tong.visitkorea.or.kr/cms/resource/38/2490638_image2_1.JPG;Y;190504;190506;0;0;0;fe
