;낙동강세계평화문화대축전 2020;35;경상북도 칠곡군 석적읍 강변대로 1580;;128.4041393286;36.0178885900;;http://tong.visitkorea.or.kr/cms/resource/73/2610373_image2_1.JPG;Y;20201009;20201011;0;0;0;fe
;낙안읍성 민속문화축제 2020;38;전라남도 순천시 낙안면 충민길 30;;127.3417762983;34.9063869563;;http://tong.visitkorea.or.kr/cms/resource/81/2502281_image2_1.JPG;Y;20201023;20201025;0;0;0;fe
;난계국악단 상설공연 2020;33;충청북도 영동군 심천면 국악로1길 33;;127.7008769509;36.2114482472;;;Y;20200118;20201226;0;0;0;fe
;난타 (홍대);1;서울특별시 마포구 양화로16길 29;(서교동);126.9212766131;37.5532325451;;;Y;20200101;20201231;0;0;0;fe
;난타 (명동);1;서울특별시 중구 명동길 26;(명동2가);126.9837456304;37.5634463660;;http://tong.visitkorea.or.kr/cms/resource/86/2034286_image2_1.jpg;Y;20200101;20201231;0;0;0;fe
;남산골 태권도 상설공연 2020;1;서울특별시 중구 퇴계로34길 28;(필동2가);126.9935365470;37.5584387906;;http://tong.visitkorea.or.kr/cms/resource/74/2659974_image2_1.jpg;Y;20200821;20201108;0;0;0;fe
;남원 춘향제 2020;37;전라북도 남원시 요천로 1447;;127.3799380290;35.4029483014;;http://tong.visitkorea.or.kr/cms/resource/22/2655022_image2_1.jpg;Y;20200910;20200913;0;0;0;fe
;남원흥부제 2020;37;전라북도 남원시 양림길 12;(어현동);127.3856653066;35.4027150938;;;Y;20201008;20201011;0;0;0;fe
;남이섬 겨울축제 'Winter Wonder Nami Island' 2020;32;강원도 춘천시 남산면 남이섬길 1;;127.5261035858;37.7901159965;;http://tong.visitkorea.or.kr/cms/resource/09/2642509_image2_1.jpg;Y;20191221;20200209;0;0;0;fe
;남이섬 '비밀정원 : 위로가 필요한 당신에게'展 2020;32;강원도 춘천시 남산면 남이섬길 1;;127.5261480243;37.7901798790;;http://tong.visitkorea.or.kr/cms/resource/94/2643294_image2_1.jpg;Y;20191214;20200405;0;0;0;fe
;남이섬 '사물 채집'展 2020;32;강원도 춘천시 남산면 남이섬길 1;;127.5261480243;37.7901798790;;http://tong.visitkorea.or.kr/cms/resource/68/2653068_image2_1.jpg;Y;20200415;20200809;0;0;0;fe
;넌버벌 퍼포먼스 'FIREMAN';1;서울특별시 중구 마른내로 47;(초동);126.9931808474;37.5646797260;;http://tong.visitkorea.or.kr/cms/resource/23/2555623_image2_1.jpg;Y;20200101;20201231;0;0;0;fe
;네이처파크 수국축제 2020;4;대구광역시 달성군 가창면 가창로 891;;128.6353392148;35.7881605357;;http://tong.visitkorea.or.kr/cms/resource/77/2660477_image2_1.jpg;Y;20200711;20200717;0;0;0;fe
;네이처파크 플라워 페스티벌 2020;4;대구광역시 달성군 가창면 가창로 891;;128.6353392148;35.7881605357;;http://tong.visitkorea.or.kr/cms/resource/64/2647364_image2_1.jpg;Y;20200425;20200717;0;0;0;fe
;네이처파크 <스윗 윈터> 2020;4;대구광역시 달성군 가창면 가창로 891;;128.6353392148;35.7881605357;;http://tong.visitkorea.or.kr/cms/resource/87/2640587_image2_1.jpg;Y;20191228;20200216;0;0;0;fe
;녹동바다불꽃축제 2020;38;전라남도 고흥군 도양읍 녹동신항2길 9;;127.1418394295;34.5251818772;;http://tong.visitkorea.or.kr/cms/resource/44/2648244_image2_1.JPG;Y;20200910;20200913;0;0;0;fe
;다랭이마을 해맞이 행사 2020;36;경상남도 남해군 남면 남면로 702;;127.8910715972;34.7280247777;;http://tong.visitkorea.or.kr/cms/resource/18/2643018_image2_1.jpg;Y;20200101;20200101;0;0;0;fe
;단양 온달문화축제 2020;33;충청북도 단양군 영춘면 온달로 23;;128.4908434198;37.0617876536;;http://tong.visitkorea.or.kr/cms/resource/18/2647018_image2_1.jpg;Y;20201023;20201025;0;0;0;fe
;달성대구현대미술제 2020;4;대구광역시 달성군 다사읍 강정본길 57;;128.4650638527;35.8411652970;;http://tong.visitkorea.or.kr/cms/resource/12/2659512_image2_1.jpg;Y;20200904;20201004;0;0;0;fe
;대관령 눈꽃축제 2020;32;강원도 평창군 대관령면 대관령로 119;;128.7095999126;37.6722742377;;http://tong.visitkorea.or.kr/cms/resource/03/2575803_image2_1.JPG;Y;20200117;20200127;0;0;0;fe
;대구 꽃박람회 2020;4;대구광역시 북구 엑스코로 10;(산격동);128.6131378604;35.9070383402;;http://tong.visitkorea.or.kr/cms/resource/69/2483869_image2_1.jpg;Y;20201022;20201025;0;0;0;fe
;대구 제야의 타종 2020;4;대구광역시 중구 국채보상로 670;;128.6034314445;35.8689396970;;http://tong.visitkorea.or.kr/cms/resource/47/2640247_image2_1.JPG;Y;20191231;20200101;0;0;0;fe
;대왕암 해맞이 2020;7;울산광역시 동구 등대로 140;(일산동);129.4383355482;35.4918505765;;http://tong.visitkorea.or.kr/cms/resource/87/2581987_image2_1.jpg;Y;20200101;20200101;0;0;0;fe
;대전 맨몸마라톤 2020;3;대전광역시 서구 둔산대로 169;;127.3880117687;36.3664721764;;http://tong.visitkorea.or.kr/cms/resource/49/2630349_image2_1.jpg;Y;20200101;20200101;0;0;0;fe
;대전 서구힐링 아트페스티벌 2020;3;대전광역시 서구 둔산북로 85;;127.3839235290;36.3560344086;;http://tong.visitkorea.or.kr/cms/resource/48/2647948_image2_1.jpg;Y;20201016;20201018;0;0;0;fe
;대전국제와인페스티벌 2020;3;대전광역시 유성구 엑스포로 107;(도룡동);127.3917584171;36.3752767907;;http://tong.visitkorea.or.kr/cms/resource/50/2607250_image2_1.jpg;Y;20200904;20200906;0;0;0;fe
;대학로 거리공연축제 2020;1;서울특별시 종로구 대학로8길 1;(동숭동);127.0023906561;37.5809974394;;http://tong.visitkorea.or.kr/cms/resource/77/2656277_image2_1.jpg;Y;20200605;20200607;0;0;0;fe
;대한민국 국제요리&제과경연대회 2020;1;서울특별시 서초구 강남대로 27 AT Center 제 2전시장;(양재동);127.0396016001;37.4672141004;;http://tong.visitkorea.or.kr/cms/resource/37/2642637_image2_1.JPG;Y;20200625;20200628;0;0;0;fe
;대한민국 국제해양레저위크(KIMA WEEK) 2020;6;부산광역시 수영구 남천동로 100;(남천동);129.1132123622;35.1457333083;;http://tong.visitkorea.or.kr/cms/resource/21/2553821_image2_1.jpg;Y;20200821;20200830;0;0;0;fe
;대한민국 독서대전 2020;39;제주특별자치도 제주시 동광로 69;(일도이동);126.5349109346;33.5044661210;;http://tong.visitkorea.or.kr/cms/resource/49/2659549_image2_1.png;Y;20200904;20200906;0;0;0;fe
;대한민국 청년미술대전 2020;1;서울특별시 송파구 백제고분로 501;;127.1148767272;37.5151348914;;http://tong.visitkorea.or.kr/cms/resource/05/2657105_image2_1.jpg;Y;20200827;20200830;0;0;0;fe
;대한민국 청년의 날 2020;1;서울특별시 영등포구 여의공원로 68;;126.9223217070;37.5268134115;;http://tong.visitkorea.or.kr/cms/resource/61/2659061_image2_1.png;Y;20200912;20200912;0;0;0;fe
;대한민국 향토식문화대전(&국제탑쉐프그랑프리) 2020;1;서울특별시 서초구 강남대로 27;;127.0396016001;37.4672141004;;http://tong.visitkorea.or.kr/cms/resource/83/2643783_image2_1.bmp;Y;20201113;20201115;0;0;0;fe
